,,Location 2021,,-->,Location 2022,AIFDB,,,,Corpus Exists in AIFDB?,Most Recent Map in Corpus,Participants Tidied?,Transcript added to edit link?,2021 Corpus Edit LInk,2022 Corpus Edit Link,Text Present 2021 Location,Text Present 2022 Location,Progress Sheet Link,Transcript Google Doc link
Testrun,Corpus,AIFDBQT Map,AIFDB Map,,AIFDB Map,Old ID,,,Part number,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19210,19210,,,,,,1,y,19210,,y,http://corpora.aifdb.org/edit.php?k=49f0700f441b93329f71207a96338420,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=62170412,https://docs.google.com/document/d/1_ZJ6iJ3c51xypQYjLVJumg8BCzIqmd7cpSs54PWN9Fw/edit?usp=sharing
cutiestestrun19November2020,cutiestestrun19November2020,19213,19213,,,,,,2,y,19213,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19212,22899,,,19212,,,3,y,22899,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19214,19214,,,,,,4,y,19214,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19215,19215,,,19215,,,5,y,25522,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19220,19220,,,,,,6,y,19220,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19219,19219,,,,,,7,y,19219,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19225,19225,,,,,,8,y,19225,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19216,19216,,,,,,9,y,19216,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19224,22902,,,19224,,,10,y,22902,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19218,19218,,,,,,11,y,19218,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19217,19217,,,,,,12,y,19217,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19221,19221,,,,,,13,y,19221,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19232,19232,,,,,,14,y,19232,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19236,19236,,,,,,15,y,19236,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19226,19226,,,,,,16,y,19226,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19237,19237,,,19237,,,17,y,25523,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19227,19227,,,19227,,,18,y,25524,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19223,22904,,,19223;22904,,,19,y,25525,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19222,19222,,,,,,20,y,19222,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19230,19230,,,,,,21,y,19230,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19245,19245,,,19245,,,22,y,25526,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19229,19229,,,,,,23,y,19229,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19235,19235,,,,,,24,y,19235,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19228,19228,,,,,,25,y,19228,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19234,22909,,,19234,,,26,y,22909,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19238,19238,,,,,,27,y,19238,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19233,19233,,,,,,28,y,19233,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19231,19231,,,19231,,,29,y,25527,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19239,19239,,,,,,30,y,19239,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19240,19240,,,19240,,,31,y,25528,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19244,19244,,,,,,32,y,19244,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19243,19243,,,,,,33,y,19243,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19247,19247,,,19247,,,34,y,25529,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19242,19242,,,,,,35,y,19242,,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19241,19241,,,,,,36,y,19241,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun19November2020,IAAcuties19November2020old,19212,19212,,22899,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=dbfad360cec285bc0e9de36bcd72c0b5,http://corpora.aifdb.org/edit.php?k=344073410f999d74fd6b6c2dc6a345fc ,n,y,,
cutiestestrun19November2020,IAAcuties19November2020old,19224,19224,,22902,,,,,y,,,,,,n,y,,
cutiestestrun19November2020,IAAcuties19November2020old,19223,19223,,22904,,,,,y,,,,,,n,y,,
cutiestestrun19November2020,IAAcuties19November2020old,19234,19234,,22909,,,,,y,,,,,,n,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun19November2020,IAAcuties19November2020new,22069,,,22900,22069,,,3,y,22900,,,http://corporaqt.arg.tech/edit.php?k=4c21051f2fe57d2843ff35bd2d69bab6,http://corpora.aifdb.org/edit.php?k=88d8c167c3684b8baf3c6172a5dba317 ,y,y,,
cutiestestrun19November2020,IAAcuties19November2020new,22070,,,22903,22070,,,10,y,22903,,,,,y,y,,
cutiestestrun19November2020,IAAcuties19November2020new,22071,,,22905,22071,,,19,y,22905,,,,,y,y,,
cutiestestrun19November2020,IAAcuties19November2020new,22072,,,22913,22072,,,26,y,22913,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19151,25937,,19151,19151;25937,,,1,y,25936,,y,http://corpora.aifdb.org/edit.php?k=a2210d26fcdf69e574cc0a206a772d67,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=26654806,https://docs.google.com/document/d/1uT0z0h-zFX0OpLbYMRLSZI__yIYBMlRsCoisECLINAs/edit?usp=sharing
cutiestestrun5November2020,cutiestestrun5November2020,19148,25938,,19148,19148;25938,,,2,y,19140,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19147,25940,,19147,19147,,,3,y,25940,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19145,19145,,,19145,,,4,y,19145,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19146,19146,,,19146,,,5,y,19146,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19150,22742,,,19150,,,6,y,22742,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19149,19149,,,19149,,,7,y,19149,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19144,19144,,,19144,,,8,y,19144,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19152,19152,,,19152,,,9,y,19152,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19153,19153,,,19153,,,10,y,19153,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19156,19156,,,19156,,,11,y,19156,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19165,19165,,,19165,,,12,y,19165,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19154,19154,,,19154,,,13,y,19154,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19143,19143,,,19143,,,14,y,19143,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19155,19155,,,19155,,,15,y,19155,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19161,19161,,,19161,,,16,y,19161,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19157,19157,,,19157,,,17,y,19157,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19158,19158,,,19158,,,18,y,19158,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19160,19160,,,19160,,,19,y,19160,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19159,19159,,,19159,,,20,y,19159,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19170,19170,,,19170,,,21,y,19170,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19176,19176,,,19176,,,22,y,19176,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19163,22743,,,19163,,,23,y,22743,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19166,19166,,,19166,,,24,y,19166,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19162,19162,,,19162,,,25,y,19162,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19173,19173,,,19173,,,26,y,19173,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19185,19185,,,19185,,,27,y,19185,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19167,19167,,,19167,,,28,y,19167,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19172,19172,,,19172,,,29,y,19172,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19182,19182,,,19182,,,30,y,19182,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19183,19183,,,19183,,,31,y,19183,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19187,19187,,,19187,,,32,y,19187,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19186,19186,,,19186,,,33,y,19186,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19178,19178,,,19178,,,34,y,19178,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19174,19174,,,19174,,,35,y,19174,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19169,19169,,,19169,,,36,y,19169,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19171,19171,,,19171,,,37,y,19171,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19177,22744,,,19177,,,38,y,22744,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19175,22745,,,19175,,,39,y,22745,,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19179,19179,,,19179,,,40,y,19179,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19150,22742,,22742,19150,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=663be7fdafc784fa0863c1c44dc48931,http://corpora.aifdb.org/edit.php?k=2dc848f7dd6558d627f0ad669d3affeb,n (qt),y,,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19163,23439,,23439,22743/19163,,,,y,,,,,,n (qt),y,,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19177,22744,,22744,19177,,,,y,,,,,,n (qt),y,,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19175,23424,,23424,22745/19175,,,,y,,,,,,n (qt),y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22065,,,23405,22065,,,6,y,23405,,,http://corporaqt.arg.tech/edit.php?k=705582fbe1d6fef43ae7930983feb84d,http://corpora.aifdb.org/edit.php?k=8d32f5d8c380a3efb787649ba9cc859c ,y,y,,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22066,,,23438,22066;22886,,,23,y,23438,,,,,y,y,,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22067,,,22894,22067,,,38,y,22894,,,,,y,y,,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22068,,,23427,22068;23412;23432,,,39,y,23427,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19056,19056,,,,,,1,y,19056,,y,http://corpora.aifdb.org/edit.php?k=b23581aa31b1898c2848a57dba720ecb,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=338361319,https://docs.google.com/document/d/1jIDWvyo09XuQfK1sSV1u6UogezMkUVQUNwTE5KaAEDY/edit?usp=sharing
cutietestrun22October2020,cutietestrun22October2020,19044,19044,,,,,,2,y,19044,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19054,19054,,,,,,3,y,19054,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19058,19058,,,,,,4,y,19058,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19065,19065,,,,,,5,y,19065,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19059,19059,,,,,,6,y,19059,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19072,25536,,,19072,,,7,y,25536,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19066,19066,,,,,,8,y,19066,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19063,25537,,,22739; 19063,,,9,y,25537,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19077,19077,,,,,,10,y,19077,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19057,19057,,,,,,11,y,19057,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19078,19078,,,,,,12,y,19078,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19076,19076,,,,,,13,y,19076,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19069,19069,,,,,,14,y,19069,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19070,25538,,,19070,,,15,y,25538,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19071,25539,,,22740; 19071,,,16,y,25539,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19082,19082,,,,,,17,y,19082,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19073,19073,,,,,,18,y,19073,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19083,19083,,,,,,19,y,19083,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19075,19075,,,,,,20,y,19075,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19079,19079,,,,,,21,y,19079,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19081,19081,,,,,,22,y,19081,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19093,19093,,,,,,23,y,19093,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19089,19089,,,,,,24,y,19089,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19074,25540,,,22741; 19074,,,25,y,25540,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19091,19091,,,,,,26,y,19091,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19084,19084,,,,,,27,y,19084,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19087,19087,,,,,,28,y,19087,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19090,19090,,,,,,29,y,19090,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19085,19085,,,,,,30,y,19085,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19092,19092,,,,,,31,y,19092,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19088,19088,,,,,,32,y,19088,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19086,19086,,,,,,33,y,19086,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19095,19095,,,,,,34,y,19095,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19094,19094,,,,,,35,y,19094,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19099,19099,,,,,,36,y,19099,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19098,19098,,,,,,38,y,19098,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19096,19096,,,,,,39,y,19096,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,22271,22853,,,22271,,,40,y,22853,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19100,19100,,,,,,41,y,19100,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19103,19103,,,,,,42,y,19103,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19097,19097,,,,,,44,y,19097,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,,19102,,,,,,37,y,19102,,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,,26068,,,,,,43,y,26068,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun22October2020,IAAcuties22October2020old,19063,22739,,22739,19063,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=4d2b438471e04bd2bdc391fe3f359734,http://corpora.aifdb.org/edit.php?k=6b047b00deac82ebfc917ab480e53ff8,n,y,,
cutietestrun22October2020,IAAcuties22October2020old,19071,23462,,23462,23463/22740/19071,,,,y,,,,,,n,y,,
cutietestrun22October2020,IAAcuties22October2020old,19074,23437,,23437,22741/19074,,,,y,,,,,,n,y,,
cutietestrun22October2020,IAAcuties22October2020old,22271,22853,,22853,,,,,y,,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutietestrun22October2020,IAAcuties22October2020new,22061,,,22857,,,,9,y,22857,,,http://corporaqt.arg.tech/edit.php?k=12686f6260918fb0886963bd4da689f8,http://corpora.aifdb.org/edit.php?k=6c8a12ce002ce8177ed4d6c3fbe19c69 ,y,y,,
cutietestrun22October2020,IAAcuties22October2020new,22062,,,22862,,,,16,y,22862,,,,,y,y,,
cutietestrun22October2020,IAAcuties22October2020new,22063,,,23403,,,,25,y,23403,,,,,y,y,,
cutietestrun22October2020,IAAcuties22October2020new,22064,,,22868,,,,40,y,22868,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18844,18844,,,,,,1,y,18844,,y,http://corpora.aifdb.org/edit.php?k=fad311f1eefc96e9d1a5ea19f1ace431,http://corpora.aifdb.org/edit.php?k=fad311f1eefc96e9d1a5ea19f1ace431,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=665634882,https://docs.google.com/document/d/1YWC9kvxhXImsK6s-C1LX9279oaa6Ehd2BbooTrfDJwU/edit?usp=sharing
cutietestrun2September2020,cutietestrun2September2020,18841,18841,,,,,,2,y,18841,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18845,25543,,,18845,,,3,y,25543,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18842,25544,,,18842,,,4,y,25544,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18843,18843,,,,,,5,y,18843,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18848,18848,,,,,,6,y,18848,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18854,18854,,,,,,7,y,18854,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18846,18846,,,,,,8,y,18846,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18849,18849,,,,,,9,y,18849,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18850,18850,,,,,,10,y,18850,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18852,18852,,,,,,11,y,18852,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18853,25545,,,18853,,,12,y,25545,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18847,18847,,,,,,13,y,18847,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18851,25546,,,18851,,,14,y,25546,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18856,18856,,,,,,15,y,18856,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18859,18859,,,,,,16,y,18859,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18860,18860,,,,,,17,y,18860,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18857,18857,,,,,,18,y,18857,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18855,18855,,,,,,19,y,18855,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18865,18865,,,,,,20,y,18865,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18862,18862,,,,,,21,y,18862,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18858,18858,,,,,,22,y,18858,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18861,18861,,,,,,23,y,18861,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18864,18864,,,,,,24,y,18864,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18866,18866,,,,,,25,y,18866,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18869,25547,,,18869,,,26,y,25547,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18863,25548,,,18863,,,27,y,25548,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18875,18875,,,,,,28,y,18875,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18877,18877,,,,,,29,y,18877,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18874,18874,,,,,,30,y,18874,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18872,18872,,,,,,31,y,18872,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18867,18867,,,,,,32,y,18867,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18871,25549,,,18871,,,33,y,25549,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18868,25550,,,18868,,,34,y,25550,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18887,25551,,,18887,,,35,y,25551,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18870,18870,,,,,,36,y,18870,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18873,18873,,,,,,37,y,18873,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18880,18880,,,,,,38,y,18880,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18878,18878,,,,,,39,y,18878,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18876,18876,,,,,,40,y,18876,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18881,25552,,,18881,,,41,y,25552,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18883,18883,,,,,,42,y,18883,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18879,18879,,,,,,43,y,18879,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18884,18884,,,,,,44,y,18884,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18889,18889,,,,,,45,y,18889,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18882,18882,,,,,,46,y,18882,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18886,25553,,,18886,,,47,y,25553,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18890,18890,,,,,,48,y,18890,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18888,18888,,,,,,49,y,18888,,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18885,18885,,,,,,50,y,18885,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18759,18759,,,18759,,,1,y,25554,,y,http://corpora.aifdb.org/edit.php?k=aa5f729cb0a222fb11f7c327812681ac,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=970461659,https://docs.google.com/document/d/16vsFLI_PsWpdV-5MCaOaI8iJKNSpiDiA6O_ABkjOriY/edit?usp=sharing
cutietestrun30July2020,cutietestrun30July2020,18766,18766,,,18766,,,2,y,25555,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18751,18751,,,,,,3,y,18751,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18758,18758,,,,,,4,y,18758,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18755,18755,,,18755,,,5,y,25556,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18763,18763,,,,,,6,y,18763,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18760,18760,,,,,,7,y,18760,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18757,18757,,,,,,8,y,18757,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18752,18752,,,,,,9,y,18752,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18756,18756,,,,,,10,y,18756,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18761,18761,,,,,,11,y,18761,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18762,18762,,,,,,12,y,18762,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18793,18793,,,,,,13,y,18793,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18768,18768,,,,,,14,y,18768,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18764,18764,,,,,,15,y,18764,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18767,18767,,,,,,16,y,18767,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18780,18780,,,18780,,,17,y,25557,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18779,18779,,,18779,,,18,y,25558,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18782,18782,,,,,,19,y,18782,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18774,18774,,,18774,,,20,y,25559,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18787,18787,,,18787,,,21,y,25560,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18771,18771,,,18771,,,22,y,25561,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18788,18788,,,,,,23,y,18788,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18785,18785,,,18785,,,24,y,25562,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18791,18791,,,,,,25,y,18791,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18790,18790,,,,,,26,y,18790,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18796,18796,,,18796,,,27,y,25563,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18800,18800,,,,,,28,y,18800,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18792,18792,,,,,,29,y,18792,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18794,18794,,,,,,30,y,18794,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18775,18775,,,,,,31,y,18775,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18799,18799,,,,,,32,y,18799,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18789,18789,,,18789,,,33,y,25564,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18805,18805,,,18805,,,34,y,25565,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18798,18798,,,,,,35,y,18798,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18797,18797,,,,,,36,y,18797,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18804,18804,,,,,,37,y,18804,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18795,18795,,,,,,38,y,18795,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18803,18803,,,,,,39,y,18803,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18809,18809,,,,,,40,y,18809,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18810,18810,,,18810,,,41,y,25566,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18813,18813,,,,,,42,y,18813,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18816,18816,,,,,,43,y,18816,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18812,18812,,,,,,44,y,18812,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18811,18811,,,,,,45,y,18811,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18807,18807,,,,,,46,y,18807,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18817,18817,,,,,,47,y,18817,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18808,18808,,,,,,48,y,18808,,,,,,,,
